ID	value_corr_pre_in_Cuneus	value_corr_pre_in_R_IPS	value_corr_pre_in_R_LATOCC	value_corr_pre_in_STG_L	value_corr_pre_in_STG_R	value_corr_post_in_Cuneus	value_corr_post_in_R_IPS	value_corr_post_in_R_LATOCC	value_corr_post_in_STG_L	value_corr_post_in_STG_R	devalue_corr_pre_in_Cuneus	devalue_corr_pre_in_R_IPS	devalue_corr_pre_in_R_LATOCC	devalue_corr_pre_in_STG_L	devalue_corr_pre_in_STG_R	devalue_corr_post_in_Cuneus	devalue_corr_post_in_R_IPS	devalue_corr_post_in_R_LATOCC	devalue_corr_post_in_STG_L	devalue_corr_post_in_STG_R
01	0.274687101145029	-0.125618212889223	-0.470458728985654	-0.0998983467326445	-0.652066099103278	0.125350536502446	0.0949992600609274	-0.0693633526563644	0.595388608469683	-0.770527888141887	0.00475188526616707	-0.254902519198025	-0.617077451061319	-0.0910979688167572	-0.564571999518437	-0.157187791382756	-0.331869460554684	-0.692276018195682	0.604996301847346	-1.36910707786889
03	1.09775311453244	1.4373456232688	0.996092326994296	0.885173935749952	1.16236111815547	-1.5592921810247	-1.08684961059514	-1.85508398568189	-2.39686403064167	-2.27135026370975	0.822358958649919	1.09331035403644	0.563340739629887	1.32741945070379	1.15172094064699	-2.34848886312963	-1.3962014373611	-2.04541365128976	-2.4592545523363	-2.5034614868567
04	0.415706691902436	0.505343450342908	0.776389349389959	0.983420279096155	1.18322015165443	0.916408230959079	0.236062572195249	0.092099971048258	0.489043321449529	0.456906738389336	-0.0323986757282876	0.207652706872014	0.509497923321194	0.19893799673985	0.641130969977715	1.12615473839154	0.0807173279716688	0.303401199148761	0.245514768142911	0.130903227910609
05	-0.133017035237249	0.194090465587728	-0.103879554376558	0.379590512899792	-0.0530879081974567	-0.0946114293526871	-0.168106013974723	-0.23509008820962	-0.315524987876415	-1.0288659735045	-0.338774216817279	-0.154086888274726	-0.594801618434765	0.387877011474441	0.453776489261171	-0.15213222591865	-0.646345963548211	-0.179364995823966	-0.788529691275428	-2.11180210816608
06	0.113882414883945	-0.00603584521176184	-0.201225572879668	-0.329366112281294	-0.522276523247571	-0.276034881040583	-0.240458395463579	-0.298111928833856	-0.229633570593946	-0.137772327380806	0.284444534399139	-0.151876542673391	-0.0823393898533174	-0.0687945258968017	-0.0962184712185826	-0.201101630055538	-0.167506155196358	-0.288439692832806	-0.548783997928395	-0.349397151298086
07	0.0100713922097516	-0.29772704988718	-0.184730344583039	-0.649274650742026	-0.118239055636903	1.50839464391961	0.230109093338251	0.250429759671291	0.0852417354198063	0.656357043540814	0.647577657285078	-0.438147381035721	-0.179749038525754	-0.876238799138981	-0.613133380373179	1.16874981918849	0.0845224750392577	0.262635343218291	-0.398385297287913	2.73205707190742e-05
08	-0.487160950975509	-0.0981182658935294	-0.0937237961424722	-0.719978939785677	-0.399975982979989	0.640875597610136	-0.165956978675197	0.348942668404844	-0.0928925179383334	-0.343442008699435	-0.604113779230479	-0.25745757344891	-0.596629929045836	-0.305689567853423	-0.496809489500355	-0.554886536157471	-1.16553344770389	-0.582376777684247	-1.18617749266765	-1.65892697031229
09	-0.289989520273049	0.342835455168696	0.914163657250228	0.194397566248389	-0.430266196550933	-0.524955735340244	-0.996727071439519	-0.616269636926828	-0.404880957217778	-1.53813701553244	-0.405980177168707	0.178222087989835	0.606350569592582	0.817347226160414	-0.541093503925162	-0.184752704977507	-0.661781401844586	-0.589888533949852	-0.406494727051433	-1.22632792277235
10	0.942145584985212	0.796937571203007	1.43127007131223	0.826727956533432	1.13555291462952	0.00776412759035051	0.144427197404644	-0.274779140507733	0.327623279611854	0.350853139141076	0.844539005857794	0.262234016935177	0.790015657742818	0.435422528228339	0.331127560789316	0.0971670862167724	0.12872440297814	-0.0373929231255143	0.182581292881685	0.120262342465805
11	-0.0860250114073756	0.198626400968608	0.380323787613047	-0.438401336266714	0.263089163674855	0.252985473605508	0.236829450091018	0.377950255600391	0.313548610666219	0.208464879358948	-0.224499815061567	0.0165203572196119	0.203926227710865	-1.16300552837989	-0.690328631182792	0.409918994014163	0.457286674704622	0.452318165147746	0.483193882423289	0.474186994974882
12	-0.603163771976546	-0.268941512528588	-0.65112698674202	-0.661444938182831	-0.146982461968306	-0.425653136664218	-0.347941730039961	-0.294868697391616	-0.274416975304484	-0.105802621246434	-0.366434546818286	-0.28327907586799	-0.275661955608262	-0.294810666823212	0.113830577805114	-0.474959115287117	-0.43656499841634	-0.475769866175122	-0.279322787922095	0.0823561276348544
13	-1.26206982909487	-0.678590623420828	-1.26852485140165	-1.47134096587405	-2.20513810322318	-0.92212133770652	-0.591020398937604	-0.0761356168323093	-1.7289196954054	-1.92170143211392	-0.529696415582699	-0.279686538699795	-0.735088579963755	-1.39671140979318	-1.26915185510273	-0.688684602414642	-0.456054292619228	-0.201663298960085	-1.56010729074478	-1.81592809440384
14	-0.0404855553392877	-1.0274944961071	-0.264441980662997	1.12934357278487	0.805308168780216	-0.123606211006751	0.0929025096928372	0.174936119070346	0.165697289126761	0.323079581831543	0.16986233746762	-0.613182441714932	0.0260179876315373	1.1819653728429	0.892876317960695	0.306894101047109	0.311381193294245	0.596310206530271	0.0956458606045036	0.323116901684815
15	0.0807857095760635	0.0574494580573895	0.0606491494647883	-0.218714531642549	-0.00870711450845423	0.00195017078975847	0.0531837637152742	-0.361489409470448	0.278026961710523	0.240824371838654	0.534671838488999	0.18535911186653	0.0426177801633323	0.269882864329745	0.436901217221584	-0.229661510313158	-0.479834201318376	-0.770012067644684	-0.542518331022824	-1.1241418528305
16	-0.409863659465838	-0.173240632388522	-0.324142137970086	-0.0591805433525759	-0.47987975557925	-0.0978496312645325	-0.222003616655574	0.0907885870447865	-0.633249860300737	-0.622083498033839	0.069133047082794	0.378481400188278	0.395540186017752	0.528814291252809	0.610417593283657	-0.542993868046435	-0.0253534031264922	-0.679319425644698	-0.697772050254485	-0.437869815234567
17	0.141851610850905	-0.0800511991495595	-0.273804354336527	-0.379749136023662	-0.89803117870445	-0.17975903268319	-0.34824836122639	0.211582539327167	-0.494560454594081	-0.982966587157317	0.0630400807049241	0.07860704820384	0.215065565318973	-0.00561198824468781	-0.61165337537376	-0.45240303813003	-0.315605574320344	-0.233596846185349	-0.0280505067504504	-0.488392957656736
18	0.193723916373834	-0.185273616191219	-0.112799400035982	-0.745075097460957	-0.158234392502673	-0.257286826259648	-0.152454371049124	-0.266072295440568	0.174144828407203	0.0572483409458483	0.199430477457613	-0.0110963096732602	0.139906332227919	-0.312750574288999	-0.10607766206573	0.120580596514369	0.0392361633041326	0.149663152518096	1.0817561461645	0.801171682250332
