ID	value_corr_pre_in_IFG_R	value_corr_pre_in_IPS_R	value_corr_pre_in_PCG_L	value_corr_pre_in_PCL_L	value_corr_post_in_IFG_R	value_corr_post_in_IPS_R	value_corr_post_in_PCG_L	value_corr_post_in_PCL_L	devalue_corr_pre_in_IFG_R	devalue_corr_pre_in_IPS_R	devalue_corr_pre_in_PCG_L	devalue_corr_pre_in_PCL_L	devalue_corr_post_in_IFG_R	devalue_corr_post_in_IPS_R	devalue_corr_post_in_PCG_L	devalue_corr_post_in_PCL_L
19	1.23687802029968	0.43739275533264	0.48304818971799	0.184120683050824	0.307702920413507	-0.498868710187785	-0.605463171521058	-0.950261438808103	0.537745635456114	0.0563344899880684	0.146309769210907	-0.113747902082529	0.888994444995674	-0.804320000617181	-0.454345205942026	-0.806359290020672
20	0.0641153324673425	-0.191186578912755	-0.0349652002064081	-0.0432863635869007	0.0382514572076833	0.217084230405231	1.25577555768765	-0.020844303031166	-0.0448049323827918	0.112141255328779	0.998134355132396	0.00371907733556792	0.191846730882552	-0.0117411991202478	0.910757165975296	-0.261113094781914
21	0.39535017022446	0.218492349862295	0.302837096727811	0.146363505884624	-1.00759732367387	-0.575586679375778	0.283255594854171	-0.317976677511621	0.444666949893112	0.208579816492432	0.411502930407341	0.0780583937381079	-0.126965643949251	-0.360567153952384	1.2728456023794	-0.412161597762052
22	0.874181896559338	0.383596388970391	0.622837127114718	0.382626852504616	-0.269403615469502	0.228143441885457	-0.0800254798064438	-0.0608615785118515	1.21909402266367	0.404949748983323	0.298298286703917	0.483267455339784	-0.246168385892272	-0.480327415769383	-0.376550502573641	-0.53502363177735
23	0.791854661347261	0.204684296907005	0.247425643010781	0.0273446919154522	0.239701746837861	-0.235628141626968	-0.26993865132905	-0.16827377575765	1.21793288481769	0.0893205096471613	0.5333184960943	0.289827897928391	1.27474383192498	-0.0741019220549171	-0.447536974572218	-0.133722286187406
24	-0.423235729503543	-0.0301935600779824	0.0148512926310874	0.245698539290841	0.191628008219066	0.78331020120847	0.331450651184871	0.655937617630001	0.00170332404659755	0.164283168549507	0.155660757436775	0.634298582634647	0.219534037037016	0.228108321237615	0.1429361970737	0.510581037425619
25	-0.316820149824246	0.259567124011405	-0.339315748845155	-0.038413535636725	-0.155922700609289	0.491071455117504	0.409225874222242	0.0686783236781443	-0.101094177076176	0.188968925026514	-0.393315297479813	-0.0372428738303101	0.77666224461438	0.794791492238893	-0.47639415699702	-0.162122628189565
26	0.544828468294286	-0.883535519494849	0.261285782576754	-0.386627838396885	0.328768942699726	0.170954436726742	0.375024246481749	0.00482786503092452	0.808680773670994	-0.547553685635833	0.325170210634287	-0.146375351699113	0.369934679161924	0.170376552902241	0.339280654318058	0.0411402800736406
27	1.56108975121334	0.22852561862792	0.174596871464298	0.121802415566768	0.252220378271235	0.154329946801319	0.205665200089033	0.224123699726229	1.23966532523063	-0.170940196488873	0.43746721973786	-0.187272634819209	-0.131534941216458	0.152076148270172	0.215618549129711	0.0898528098326734
28	-0.435849594536112	0.107568673410658	-0.0336932799277397	0.136693069681995	1.26930118049147	0.701020302408833	2.7543252156331	0.654788167809877	0.00750883852145565	0.120639775358772	-0.300814409310428	0.375453762460764	1.37552381907381	0.45559482314324	1.31628582110772	0.318332190119375
29	-0.403603336620909	-0.581803873433905	-0.719076505074134	-0.821666198452627	1.04137910946981	0.288606295204264	1.5260842694686	0.0435441706538582	-0.468031062591654	-0.226705557082669	-0.765502496980704	-0.449902319767344	0.0743733882459242	0.247443172954402	0.716051732118313	0.0979301517931964
30	0.369912736673853	-0.00341688708986266	-0.306387853020659	0.253493067702117	0.143508387312515	0.311174029863234	-0.0396883081501493	0.295736767028964	0.684211364210542	-0.220682295765412	0.0997567142431553	0.24810330553611	0.898939971937172	0.386214292781838	0.0119709929522987	0.218687612710037
