ID	value_corr_pre_in_IFG_R	value_corr_pre_in_IPS_R	value_corr_pre_in_PCG_L	value_corr_pre_in_PCL_L	value_corr_post_in_IFG_R	value_corr_post_in_IPS_R	value_corr_post_in_PCG_L	value_corr_post_in_PCL_L	devalue_corr_pre_in_IFG_R	devalue_corr_pre_in_IPS_R	devalue_corr_pre_in_PCG_L	devalue_corr_pre_in_PCL_L	devalue_corr_post_in_IFG_R	devalue_corr_post_in_IPS_R	devalue_corr_post_in_PCG_L	devalue_corr_post_in_PCL_L
01	0.23831653522689	-0.152395034177324	-0.976023825315329	0.155109832165983	0.027792447983329	0.135800983567359	-1.23917393730237	-0.159710200254138	0.54476601619329	-0.339634920580912	-2.07994732719201	-0.264277295202134	-0.822275250232709	-0.465807287748587	-1.74375810531469	-0.312571218908273
03	1.87244618161401	1.29233299675634	0.94360198195164	1.15080743511831	-3.46233773898723	-1.03685263317015	-3.24523504193013	-1.1303306508252	1.96648554214791	0.686554208145303	-0.357561041529362	0.531587338588369	-4.29910331742087	-1.7265818139254	-5.0535812148681	-1.71836320348964
04	0.269182996421274	0.550998292105683	-0.655911330420237	0.526183320425715	0.26335852776668	0.361717290560699	-0.202941958434307	0.407173739262219	0.0678979652280461	0.411638623324491	-0.818120315670967	0.364183805882931	0.278613710984476	0.128914943312184	-0.372343346619835	0.00296035582496689
05	-0.0989600725249568	-0.079142738765074	0.110224613776574	-0.0884164191661476	0.0623907143277908	0.0564866680020498	-1.36130703527194	-0.367034038572799	-0.743109138599083	0.176139560875372	0.957962643641692	-0.0238328105073393	0.53282542282076	-0.170913663140293	-1.73589262022422	-0.235219383406944
06	-0.26116084838425	0.0666796849582786	0.160855494009761	0.254194639711164	-0.343752811259743	-0.136091409914069	-0.721622756467416	0.0322702162730412	0.39153087358755	-0.304663457355257	0.00938689479461083	-0.0257001647461704	0.0373284789497283	-0.00770318078792701	-0.936141934532386	-0.325419840402901
07	0.648938637949637	-0.460160628718845	0.272988316674645	-0.0556322008125689	0.691080749083533	0.410558269469667	0.444290739412491	-0.029099501141413	0.221157722341925	-0.301899811379233	-0.283110254659103	-0.295600775951945	0.148959913864426	0.493529943465176	0.141705267131329	-0.154576787572926
08	-1.03193192584301	-0.157257131932272	-0.187824884716135	-0.0625150402142542	-0.175015137489162	-0.0893600405020229	-0.296217749181848	-0.368739827466381	-1.00571850904111	-0.370138527604483	-0.289829766091246	-0.388736045442698	-1.50972087731335	-1.76177257905572	-1.4768692862529	-1.07495350220541
09	-0.105797164044829	0.524691425137601	-0.0585206202589549	0.173738049533893	-0.576784164825482	-0.813762466786271	-0.95565323302379	-0.721747231471726	-0.292761317398677	0.786214390296047	0.764935802381772	0.186732263047629	-0.135885180356398	-0.842768477181257	-0.46317762723909	-0.506216528847462
10	3.81664478334028	0.684199441287477	0.889921164999788	0.379741050493647	0.922143787312419	0.700243409533622	-0.133114103227854	-0.0327369206342993	2.5821610723636	0.323606197769612	1.34373162686825	0.112281313771015	0.862318227303896	0.691435104216275	-0.0985963505048018	-0.00674720384789205
11	-0.850850006200568	-0.0435266966884167	0.156763123205075	-0.0542822928263212	0.549028685775155	0.127558460869526	-0.34620090172841	0.0629567578691608	-1.02555983057663	-0.224072464283998	-0.204446359752462	-0.29083444764031	1.16735467592727	-0.173515854687509	-0.274636281224398	0.270760931639279
12	0.172289411328844	-0.443329327818701	-1.40839584515645	-0.664429719464516	-1.23880304518475	-0.527679845911719	-0.456887005040279	-0.277867615868257	1.72652644099695	-0.405311399092109	-1.36929208957232	-0.596444835930359	-0.716669873515172	-0.741196481163724	-1.64330170819393	-0.517345243404935
13	-0.958949335531068	-0.852361340138872	-1.16553301650744	-1.18967067420952	-0.847352295891562	-0.705993784433704	-0.513047391405472	-0.882169149640038	-0.258468840410238	-0.36758529631642	-0.801816727106388	-1.22517214504283	-0.689257613702941	-0.636307468858816	-1.06763874567472	-1.64654708518757
14	0.184704351503013	-4.10132533513894	0.910176370006341	-2.0320076350504	-0.153478641931746	-0.0468519694345482	-0.194013436969656	-0.0230741558127164	0.386675257694477	-2.44668767424458	1.41393643044508	-1.38948441962675	-0.390357014292212	0.144398060737778	1.01326008026416	0.358813062911545
15	-0.128678923611765	0.326129792542276	-0.267428442835808	0.173808857607912	-0.808701393813062	-0.0286778699669798	-1.22291843707745	-0.225594107241289	0.448922276274482	0.271550202079244	0.45900972531392	0.259119934996399	-1.70237872215794	-0.668681495396768	-2.25337754533841	-0.626258511712232
16	-1.5515497164495	-0.327916356087741	0.863588855243646	0.218432404656389	0.00800093786040349	-0.216881903551393	-0.422533952272855	-0.496104517027618	-0.407587695866823	0.577297726803917	1.9806495652749	1.15417252480984	-1.19336001397069	-0.120573480755596	0.0481861227980027	-0.183730916919436
17	-0.89211259893517	-0.518527306995149	-0.400906784603229	-0.38338106312591	-0.0732555265691298	-0.408860191955405	-1.2274075792386	-0.505533597894072	-0.15858994668989	-0.188904588615869	0.691489321108048	0.0172859815968655	-0.129360441313083	-0.169971643966796	-0.243049126978104	-0.41565619376818
18	0.054645465881522	-0.436165630470141	-1.1237490349091	-0.117572146900526	0.957448989708922	-0.271055613628636	-0.488542293126767	0.00370484149435491	0.0687117164037121	-0.227253199065641	-0.721319975188145	0.00892234743961434	1.85304754727812	0.237075063131623	-0.419016945247467	0.422721913348385
