ID	SPE_in_SPE_SFG_ROI	SPE_in_SPE_VTA_ROI	SPE_in_SPE_left_OFC_ROI	SPE_in_SPE_right_MFG_ROI	SPE_in_SPE_right_OFC_ROI
01	1.3795776322691	0.68400969706914	1.17276712082609	1.08428504219222	1.55733992343405
03	1.40271056546933	0.382595339220236	0.985549366926845	1.68087500375931	0.569657294517494
04	0.137193299917271	0.191405054242076	0.11801865100389	0.0419531697341514	0.188589529776241
05	0.0795189515208929	0.0298645941622774	0.190890446387797	-0.23051788711149	0.166569784595316
06	0.0287031583785493	0.0975112005739528	-0.280182508468817	0.0361743094004465	-0.56917352471278
07	1.06207677535066	0.299234231668251	0.839480991935051	1.35702583585123	0.804165982778566
08	1.23480198365481	0.417662134372136	0.859828178829785	1.42187481467622	1.05654818152052
09	-0.515747358252864	0.0114378370782908	-0.530836946413487	-0.448969233848832	-0.285399954610196
10	0.0551324846455827	0.164801991314572	0.0983441238692384	0.767227040822006	0.164658213531472
11	0.259489258738338	-0.0925432784866323	0.00242764315909789	0.822662409594414	0.267904456978037
12	-0.137390706274245	0.183321541454643	-0.0462794151198402	0.331439947344438	0.216251145254271
13	0.429207830702783	-0.0474935256629525	0.579193317944396	0.0466767165828684	0.345554126218792
14	-0.176483996128405	0.168502282837461	-0.0186819338027529	-0.1870598200925	-0.128695146778072
15	1.01156897388864	0.309706423311111	0.760242298151119	0.666719286038418	0.911567421748759
16	0.321777469193977	0.30918810536318	0.301476176875302	0.585994285224664	0.27940694840098
17	-0.449906554124835	0.129277678918751	-0.184984714688757	-0.137347299857724	0.0251571076005638
18	0.285178472714809	-0.0404222755583332	0.437095480582005	0.568285372221109	0.551868727037394
19	1.16802316217218	0.291674042756067	1.08584633809102	0.345013897218789	0.879109951827037
20	0.286037692166347	-0.100902278844596	0.17312577088611	0.125199475182653	0.193560861366471
21	0.255775143272735	0.131660966005395	-0.121248133315504	0.315907476126508	0.0918264518384321
22	0.86396089879175	0.169268857167267	0.633597559991139	1.12276101963538	0.79483389605089
23	1.96962006666905	0.350050510115483	1.46617847794219	2.0137108314519	1.37920320552006
24	0.812033883787485	0.275682831446038	0.832523566391466	0.336170807164727	0.149255583589652
25	0.0901403815692498	0.0933550760916927	-0.145431679832643	0.367067093123691	-0.022889593144901
26	1.71426231041551	0.493992307124769	1.54814160662361	1.32751130556518	1.08643517972701
27	0.038527111165523	-0.190028802447898	0.0227614534382201	-0.30864167680042	-0.216557634603863
28	0.923338668498521	0.170510528105147	0.537856357537587	0.844450063979009	0.728004329233056
29	-0.15151144099784	0.00242664299850516	-0.0776471257934795	0.0740362735766203	-0.0641292291303792
30	2.11708447238844	0.368912284251522	1.13342138087448	1.35191579671821	1.23208257829051
