ID	value_corr_in_SPE_SFG_ROI	value_corr_in_SPE_VTA_ROI	value_corr_in_SPE_left_OFC_ROI	value_corr_in_SPE_right_MFG_ROI	value_corr_in_SPE_right_OFC_ROI	devalue_corr_in_SPE_SFG_ROI	devalue_corr_in_SPE_VTA_ROI	devalue_corr_in_SPE_left_OFC_ROI	devalue_corr_in_SPE_right_MFG_ROI	devalue_corr_in_SPE_right_OFC_ROI
01	1.77730822211338	0.396972701479407	1.93867127427572	0.0369943517627138	1.30926251556888	2.49862747502306	0.419818195065155	0.624710332342907	-0.327172883953711	0.990300459690778
03	-1.2122103229372	-1.13792310313267	-0.837245660492137	-1.24540221874762	-0.149600492708712	-0.28623938075422	-1.60506038499229	-0.725988164119705	-2.2306716853621	-0.28335453461544
04	1.77982937904178	0.507772782028598	1.01915257832012	1.02644443526262	0.583886940462656	-2.00763625248025	-0.588664189945249	-0.847983990194677	-0.7956057575917	-0.331470534057019
05	-0.657991405207819	0.297267644227866	-0.391711184377723	-1.54694706716321	-0.397050895123368	-0.1478340013289	0.275868999300634	0.470279323202381	-2.04141584743153	-0.557753739188392
06	0.532805676390934	0.0349708413760013	0.920597189023525	1.49425701932474	1.74088224661778	2.02822332454121	0.245492205045679	0.951478204772442	2.35369850108118	1.15715837573625
07	1.03367081646704	-0.625209436225979	2.78915693092195	-0.62230839881331	0.253789455952694	-1.98562628444698	-0.674742757046924	-1.65688617433174	-1.50456767978542	-1.92852938234569
08	1.31533162544171	0.350551176202648	0.629826874578301	1.1429962850919	2.27522841084051	-2.12343546184194	-0.557488329467528	-0.18694894996625	-2.0106869475408	0.385865506185478
09	-1.80037207187464	-0.11526270841851	-0.497890016323403	-0.313955417493678	0.229400467357609	1.11114018927846	0.720408224708894	1.02345895965265	1.62256561760047	0.37392861534103
10	0.794869590550661	-0.426066118040506	0.816852500355696	0.0061045139275416	-0.142286855207971	0.616099627222866	-0.467685771382907	0.429562880504358	0.323186494861588	0.723029715843885
11	-1.34352737587566	0.0804076536120299	-1.49726232028083	-1.57025859873704	-0.911748024534835	0.975706605965065	0.11283197443494	1.63897420437653	1.02270863725983	1.65482151318356
12	-0.457310401084315	0.184696687801796	-1.74223921042454	-1.81842959739945	-0.961598131108094	1.5222910787755	0.218516325402786	0.677134774460257	-1.72398002910795	1.25056422277691
13	-0.0392167114704433	-0.0862102928407052	-0.245969238066221	-0.157105420093344	-0.394064655987568	-0.554445754452091	-0.700699852582286	-0.0637427509019646	-1.33593455522951	-0.348933095134706
14	0.586583936729261	0.256480387740714	0.0109799043098583	1.17428233562922	1.04815844502819	0.28620302467607	0.201902221669169	0.311436477789207	-0.926320056511898	0.2183646567433
15	1.37127641790236	0.691855511485654	1.57932500130957	-0.820972966876897	1.05132516247936	-0.419598233355727	0.390021572766059	-0.205352376769238	-0.290466341993423	-0.162345787027918
16	0.966131606346203	0.136206082057427	1.76116401626717	3.05054405470087	2.55297307236736	-4.8454677603311	-0.843172504862442	-2.05706914127627	-2.28863252046132	-0.739612819426563
17	0.191187426797114	-0.229571396397317	-0.988006227472915	0.199927487638262	-0.685368227293767	-0.951265449221763	0.445051691966022	-0.228421725992915	-1.40415208627178	-0.391252496001492
18	0.898421477604037	-0.543523156204644	0.240189312568194	1.5585293720768	0.370182402847535	1.2438077594464	0.193391627226682	0.669196817788142	0.888437808636162	0.722444623070528
19	0.415411311460452	0.297502975034363	0.523942207045193	-0.769184920282075	0.453800955163946	2.53087104091214	0.22386519113446	0.994703592567504	2.43529347494395	1.17072607559037
20	0.617991548911151	0.284242472775719	-0.245614226836758	0.946194169015595	-0.196654405162866	0.102486129617319	-0.141725178062916	-0.0548305111595347	-0.383570456986475	0.401153041784507
21	0.31833004756158	0.371292438489549	-0.115627127829232	1.56883570780658	0.488218246821863	0.106409751965354	0.118550323870252	0.390805656208268	-0.110071467450171	0.451956102780374
22	-2.12071109144017	0.196064696439049	-0.867945345519464	-2.93153238176095	-0.814683076409823	1.286085961697	-0.148812667143476	0.970931191516073	-0.108010298472763	0.440738012279529
23	2.02721677637762	1.20342235179508	0.113046678325421	0.786432216022954	1.332286854961	2.61885897323696	1.32240158091573	1.45637120023558	1.72968461034876	2.7670109986784
24	-0.759218585910276	0.221311611528782	0.271057334976106	-1.02526100699348	0.22238679369726	-3.51544998919902	-0.555090353374972	-1.9371907752526	-3.13625079622172	-1.85825121260259
25	-1.58245049730047	-0.310268130416379	-1.4701162708711	-2.02251272725336	-0.839880765849851	-2.76628876560264	0.568836575658882	-2.98675725693944	-2.23537939810994	-1.45586768451677
26	-0.0220436537638307	-0.190149944691974	0.90776212447429	-1.67655785870974	0.261691616870374	-1.13443542934126	-0.415177997376989	-0.943908131363082	-2.57263189457884	-1.06603614356651
27	0.368654136752917	-0.334251252079711	-0.237944237576927	0.501440778404775	-0.876846428114579	3.16291971525384	1.09113511241534	2.09093632407581	2.82386911830517	1.81116425159918
28	0.93525170853051	0.159878543583567	1.41412020177592	-0.925343183160882	0.852660387657969	0.657425387529656	0.0496981058050604	1.13111724077335	0.229201990990627	0.951329226267943
29	-1.10559063875634	-0.386720456752707	-0.534957667128949	-0.527456672971297	-0.423030478130299	0.519515253241277	0.108300074167988	-0.00446387999278458	0.442483480906848	0.30682085264489
30	-0.112334725498739	1.03435625622378	2.39399474217922	1.55360776641303	1.66118359779457	2.33838059740245	1.19841432466226	2.69421937080878	1.38516583098381	1.7070509185829
