ID   alpha   eta   MF_VV   MF_RPE   MB_VV   MB_SPE   MB_UNC  pupil   dw   corr_value   corr_error
01   4.568007e-01    4.994376e-01    9.930227e-01    -9.930227e-01   9.623451e-01    9.984252e-01   3.765489e-02    -4.278030e-01   1   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    4.603606e-01    5.396394e-01   0    9.999876e-01   5.005500e-01    -3.031192e-02   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.394093e-01    4.605907e-01   5.002259e-01    9.992117e-01   4.997741e-01    -2.942287e-01   2.941176e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.523691e-01    1.476309e-01   8.622750e-01    1.377250e-01   1.377250e-01    -2.921243e-01   3.965517e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.871553e-01    -9.871553e-01   8.934193e-01    9.968539e-01   1.065807e-01    -4.608220e-01   9.142857e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.229942e-01    7.700577e-02   5.590661e-01    4.409339e-01   4.409339e-01    2.691602e-01   1.023622e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.068683e-01    -7.068683e-01   0    7.504475e-01   5.005562e-01    2.219331e-01   3.508772e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.198070e-01    8.019299e-02   9.310600e-01    6.893996e-02   6.893996e-02    -1.103777e-01   6.666667e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    3.839704e-01    6.160296e-01   0    9.999969e-01   3.756458e-01    -3.035072e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    6.653731e-01    -6.653731e-01   0    6.874718e-01   5.005608e-01    -1.649272e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.362221e-01    4.637779e-01   5.010125e-01    5.527879e-01   4.989875e-01    4.466541e-01   1.269841e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.581705e-01    4.182948e-02   7.792851e-01    2.207149e-01   2.207149e-01    6.598738e-02   4.468085e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    3.614302e-01    6.385698e-01   0    9.998756e-01   3.441225e-01    5.932419e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    6.531293e-01    3.468707e-01   0    9.686441e-01   5.005001e-01    1.281449e-01   5.932203e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.480761e-01    2.519239e-01   7.232952e-01    2.767048e-01   2.767048e-01    4.498941e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.564392e-01    4.356078e-02   9.654913e-01    9.992117e-01   3.450875e-02    4.228284e-01   4.342857e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.631551e-01    1.368449e-01   8.614920e-01    1.385080e-01   1.385080e-01    2.924093e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.763378e-01    2.366218e-02   4.998322e-01    9.996054e-01   5.001678e-01    -2.623447e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.498074e-01    2.501926e-01   4.998322e-01    7.588722e-01   5.001678e-01    1.641664e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.640956e-01    1.359044e-01   6.201371e-01    3.798629e-01   3.798629e-01    -1.999093e-01   7.142857e-03   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.772783e-01    2.272175e-02   8.895184e-01    9.371619e-01   1.104816e-01    3.010919e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.115801e-01    -8.115801e-01   0    8.356616e-01   4.848668e-01    -3.132450e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.876576e-01    -9.876576e-01   5.308920e-01    9.920446e-01   4.691080e-01    1.453372e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.256660e-01    7.433404e-02   9.306681e-01    6.933190e-02   6.933190e-02    -1.550692e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.364949e-01    4.635051e-01   5.034198e-01    7.771199e-01   4.965802e-01    -2.613381e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.261768e-01    7.382320e-02   8.098549e-01    1.901451e-01   1.901451e-01    -9.327716e-03   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    4.408498e-01    -4.408498e-01   0    4.183007e-01   4.183007e-01    -7.247703e-02   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.482244e-01    2.517756e-01   6.110030e-01    3.889970e-01   3.889970e-01    3.115268e-01   3.289474e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.596218e-01    4.037820e-02   9.652951e-01    3.470494e-02   3.470494e-02    -1.727919e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    2.394693e-01    -2.394693e-01   0    2.093856e-01   2.093856e-01    -4.612533e-01   5.345912e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    1.300796e-01    -1.300796e-01   0    1.048105e-01   1.048105e-01    -1.296872e-01   NaN   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.632356e-01    1.367644e-01   8.052828e-01    1.947172e-01   1.947172e-01    3.889848e-01   2.011494e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.871467e-01    1.285328e-02   4.996352e-01    7.580839e-01   5.003648e-01    -2.024036e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.257097e-01    7.429031e-02   9.025319e-01    9.746812e-02   9.746812e-02    5.066064e-01   NaN   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.598993e-01    -9.598993e-01   9.048205e-01    9.685950e-01   9.517946e-02    -5.145661e-01   3.693182e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.780666e-01    2.193341e-02   9.826280e-01    1.737199e-02   1.737199e-02    -8.587239e-02   2.571429e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.065913e-02    9.293409e-01   0    9.960673e-01   5.246422e-02    4.380621e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    4.951827e-01    -4.951827e-01   0    5.256993e-01   4.985938e-01    -5.353528e-01   7.843137e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    2.689829e-01    -2.689829e-01   0    2.631453e-01   2.631453e-01    1.988121e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.930181e-01    -9.930181e-01   6.205317e-01    9.959684e-01   3.794683e-01    1.514106e-02   2.562500e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.214167e-01    4.785833e-01   5.151578e-01    9.686197e-01   4.848422e-01    1.421122e-01   1.000000e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.880858e-01    1.191421e-02   9.913042e-01    8.695763e-03   8.695763e-03    5.255108e-01   7.359551e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.394068e-01    4.605932e-01   5.014557e-01    6.893852e-01   4.985443e-01    -2.809635e-01   3.105590e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.400338e-01    2.599662e-01   5.151454e-01    7.732857e-01   4.848546e-01    -3.651226e-01   2.676056e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.498061e-01    2.501939e-01   6.549197e-01    3.450803e-01   3.450803e-01    2.528150e-01   8.268156e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.587866e-01    1.412134e-01   6.129223e-01    3.870777e-01   3.870777e-01    1.795036e-01   1   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    1.461113e-01    -1.461113e-01   0    1.317206e-01   1.317206e-01    4.367357e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.640948e-01    1.359052e-01   8.272658e-01    9.686321e-01   1.727342e-01    -5.695140e-01   7.500000e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.596456e-01    4.035445e-02   9.512111e-01    9.995036e-01   4.878887e-02    7.006958e-02   1.935484e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.936757e-02    9.206324e-01   0    9.990145e-01   6.593438e-02    7.601654e-02   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    4.999131e-01    -4.999131e-01   0    5.324419e-01   5.000691e-01    4.249622e-01   2.727273e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.780795e-01    2.192051e-02   4.996861e-01    5.238595e-01   5.003139e-01    4.391589e-01   7.118644e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.935282e-01    6.471793e-03   9.956472e-01    4.352771e-03   4.352771e-03    -8.394752e-03   8.810811e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.261764e-01    7.382360e-02   5.151392e-01    5.859019e-01   4.848608e-01    -1.702865e-01   6.327684e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    2.715525e-01    -2.715525e-01   0    2.665204e-01   2.665204e-01    4.458564e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.964845e-01    3.515474e-03   9.978212e-01    9.999319e-01   2.178834e-03    -7.167405e-01   1   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    1.475071e-01    -1.475071e-01   0    1.334101e-01   1.334101e-01    -6.529709e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.012576e-02    9.198742e-01   0    9.999981e-01   6.678006e-02    6.080671e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.003249e-01    4.996751e-01   0    9.999362e-01   5.005614e-01    3.198660e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.980904e-01    1.909603e-03   4.994717e-01    5.005283e-01   5.005283e-01    8.308935e-01   7.722222e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    7.285768e-01    2.714232e-01   0    9.842891e-01   5.005304e-01    -1.430688e-02   1.305556e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    8.525631e-01    -8.525631e-01   0    8.829535e-01   4.926981e-01    -4.159756e-01   2.923977e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.598991e-01    4.010093e-02   7.067196e-01    2.932804e-01   2.932804e-01    3.814153e-01   2.727273e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    4.631117e-01    -4.631117e-01   0    4.419733e-01   4.419733e-01    3.641236e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    2.515620e-01    7.484380e-01   0    9.373554e-01   2.212352e-01    -2.095731e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.989627e-01    1.037295e-03   7.494544e-01    2.505456e-01   2.505456e-01    -2.900516e-01   9.606742e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.994365e-01    -9.994365e-01   8.745863e-01    9.997523e-01   1.254137e-01    -6.177141e-01   6.573034e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.782172e-01    2.178280e-02   8.531949e-01    1.468051e-01   1.468051e-01    -1.068831e-01   4.195402e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.232930e-01    7.670705e-02   8.062435e-01    1.937565e-01   1.937565e-01    -2.096813e-01   4.482759e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.881676e-01    1.183240e-02   9.265149e-01    9.990138e-01   7.348513e-02    1.061261e-01   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.935726e-01    6.427353e-03   4.999313e-01    5.362215e-01   5.000687e-01    3.565953e-01   3.179191e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.880928e-01    1.190721e-02   7.377756e-01    2.622244e-01   2.622244e-01    3.205043e-01   9.041916e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.428933e-01    4.571067e-01   4.995616e-01    9.999919e-01   5.004384e-01    -6.434870e-02   0   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    5.934490e-01    -5.934490e-01   0    6.101796e-01   4.692048e-01    -4.415987e-01   2.095808e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.583328e-01    4.166722e-02   9.030128e-01    9.698723e-02   9.698723e-02    3.222960e-01   3.846154e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.935320e-01    6.467986e-03   8.687404e-01    1.312596e-01   1.312596e-01    -1.456206e-01   5.681818e-03   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.773664e-01    2.263360e-02   9.514518e-01    4.854816e-02   4.854816e-02    9.214063e-02   9.438202e-01   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    3.223611e-01    -3.223611e-01   0    3.054330e-01   3.054330e-01    -4.188626e-01   7.894737e-02   8.314743e-01   6.262381e-02
01   4.568007e-01    4.994376e-01    9.877054e-01    1.229456e-02   9.756986e-01    9.999919e-01   2.430138e-02    -1.884286e-01   8.770950e-01   8.314743e-01   6.262381e-02
03   2.484795e-01    4.243784e-01    5.000000e-01    5.000000e-01   2.000000e-01    8.000000e-01   8.000000e-01    -1.733825e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    5.000000e-01    5.000000e-01   2.000000e-01    8.000000e-01   8.000000e-01    -1.280154e-02   1.446541e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.242398e-01    3.757602e-01   5.395027e-01    4.604973e-01   4.604973e-01    -1.175114e-01   2.327044e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    5.000000e-01    -5.000000e-01   0    8.000000e-01   8.000000e-01    6.367557e-02   6.285714e-02   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    5.000000e-01    5.000000e-01   2.000000e-01    8.000000e-01   8.000000e-01    -1.858555e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    3.757602e-01    -3.757602e-01   0    4.604973e-01   4.604973e-01    5.748357e-02   4.385475e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    5.000000e-01    5.000000e-01   2.000000e-01    8.000000e-01   8.000000e-01    -2.915086e-01   9.277778e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.242398e-01    3.757602e-01   5.395027e-01    4.604973e-01   4.604973e-01    7.417384e-02   6.095238e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    2.823915e-01    -2.823915e-01   0    2.650722e-01   2.650722e-01    -6.163246e-02   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    2.122230e-01    -2.122230e-01   0    1.525813e-01   1.525813e-01    -5.049558e-02   8.187135e-02   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.176085e-01    2.823915e-01   7.349278e-01    9.337320e-01   2.650722e-01    -1.571410e-01   2.063492e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    1.594899e-01    -1.594899e-01   0    8.782907e-02   8.782907e-02    -4.275486e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.877770e-01    2.122230e-01   4.625237e-01    5.769597e-01   5.374763e-01    3.884537e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.242398e-01    3.757602e-01   5.395027e-01    8.848757e-01   4.604973e-01    -1.619921e-01   3.286713e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.242398e-01    3.757602e-01   5.395027e-01    4.604973e-01   4.604973e-01    3.648274e-01   1.875000e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.176085e-01    2.823915e-01   7.349278e-01    2.650722e-01   2.650722e-01    -5.330707e-02   2.011834e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    1.198600e-01    8.801400e-01   0    9.873609e-01   5.055631e-02    2.227087e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.176085e-01    2.823915e-01   4.906465e-01    9.337320e-01   5.093535e-01    -1.730810e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.877770e-01    2.122230e-01   8.474187e-01    1.525813e-01   1.525813e-01    3.576080e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    3.385567e-01    -3.385567e-01   0    4.534797e-01   4.534797e-01    2.300933e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.176085e-01    2.823915e-01   7.349278e-01    2.650722e-01   2.650722e-01    -5.285887e-01   7.352941e-02   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.405101e-01    -8.405101e-01   9.121709e-01    9.780427e-01   8.782907e-02    1.655389e-01   4.751381e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    2.544323e-01    -2.544323e-01   0    2.610327e-01   2.610327e-01    5.304269e-02   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.877770e-01    -7.877770e-01   8.474187e-01    9.618547e-01   1.525813e-01    -3.597023e-01   1.860465e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.316605e-01    3.683395e-01   5.250653e-01    9.873609e-01   4.749347e-01    3.000741e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    1.912111e-01    -1.912111e-01   0    1.502561e-01   1.502561e-01    2.529919e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    1.436991e-01    -1.436991e-01   0    8.649063e-02   8.649063e-02    -3.313259e-03   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    5.920305e-01    4.079695e-01   4.877925e-01    5.122075e-01   5.122075e-01    1.412594e-01   4.181818e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    1.079928e-01    -1.079928e-01   0    4.978588e-02   4.978588e-02    1.039452e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.231853e-01    2.768147e-01   4.316537e-01    9.927247e-01   5.683463e-01    -1.118993e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.115879e-02    -8.115879e-02   0    2.865783e-02   2.865783e-02    2.991141e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.934026e-01    3.065974e-01   7.051623e-01    2.948377e-01   2.948377e-01    2.969182e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.877770e-01    2.122230e-01   4.625237e-01    8.212411e-01   5.374763e-01    3.237870e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.405101e-01    1.594899e-01   5.272759e-01    4.727241e-01   4.727241e-01    2.912664e-01   1.520468e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.405101e-01    1.594899e-01   6.678896e-01    3.321104e-01   3.321104e-01    -2.484698e-01   1.149425e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.801400e-01    1.198600e-01   8.088301e-01    1.911699e-01   1.911699e-01    -1.574784e-01   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    9.099228e-01    9.007721e-02   8.899585e-01    1.100415e-01   1.100415e-01    NaN   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    8.801400e-01    1.198600e-01   7.278898e-01    2.721102e-01   2.721102e-01    -3.102556e-01   2.067039e-01   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    7.919681e-01    2.080319e-01   4.285662e-01    8.260248e-01   5.714338e-01    -6.294973e-03   0   8.311683e-01   6.232190e-02
03   2.484795e-01    4.243784e-01    6.099249e-02    -6.099249e-02   0    1.649606e-02   1.649606e-02    1.125998e-02   0   8.311683e-01   6.232190e-02
