ID	value_corr_in_sideSPE_MFG_ROI	value_corr_in_sideSPE_SFG_ROI	value_corr_in_sideSPE_VTA_ROI	value_corr_in_sideSPE_left_OFC_ROI	value_corr_in_sideSPE_right_OFC_ROI	devalue_corr_in_sideSPE_MFG_ROI	devalue_corr_in_sideSPE_SFG_ROI	devalue_corr_in_sideSPE_VTA_ROI	devalue_corr_in_sideSPE_left_OFC_ROI	devalue_corr_in_sideSPE_right_OFC_ROI
01	0.867078232765198	1.51345084263728	0.363523893872229	1.94544995038406	0.759685844555497	1.58438496589661	2.64872635327853	0.430145612941319	0.25304095900577	0.936683229729533
03	-0.617091563344002	-1.33665460348129	-1.165560907426	-0.827400605315747	-0.575957100838423	-0.537797743082047	-1.41902964160993	-1.70695637892775	-0.819620961339577	-0.764463635534048
04	0.252580708265305	0.669696532762968	0.380817774119748	1.05089509697712	0.564764644578099	-0.469365447759628	-0.950493088135352	-0.584165548201369	-0.910385440095611	-0.482719979435205
05	-0.880735373497009	0.315992563103254	0.337897276130168	-0.182879937893671	-0.466646288707852	-0.783130341768265	-0.129151377540368	0.43126135613738	0.539610509768776	-0.196381698828191
06	1.0881686091423	1.11894203149355	0.0314222816456141	0.91098818688289	1.29821535348892	0.483159303665161	0.330198524376521	0.21262139038128	1.0879309700883	0.796932300925255
07	-0.444537763297558	3.5949467764451	-0.483357822522521	3.11089257882989	-0.365512917563319	-1.98021972179413	0.207406367246921	-0.657352369372584	-1.3221449950467	-2.25179876238108
08	2.20722048282623	1.35410044743465	0.474444463410798	0.777032438309296	2.32399981915951	-0.726012367010117	-0.597178991597432	-0.457438078372418	-0.025065232878146	0.118216168135405
09	0.872948801517487	-0.620473854816877	-0.0527084363984461	-0.272219570045886	0.471258446574211	0.102980215847492	0.295702017270602	0.743511529341966	1.31306025178536	0.399297597073019
10	0.534828519821167	1.71544908560239	-0.463105236657527	0.902905886458314	0.230427173525095	0.0873108059167862	-0.0177311289768953	-0.584985696154983	0.493033048121826	0.562293207645416
11	0.34032130241394	-0.70310192154004	0.0649839768561871	-1.51308354035668	-0.591738063097	1.03940091133118	0.867142007901118	0.110342434740492	1.51781671915365	1.17511383257806
12	-1.24432710409164	1.47982258063096	0.365909673210953	-1.52524651807287	-0.256260941922665	-0.259314371645451	1.11452548091228	0.374782124455987	0.807708473859922	1.92731851115823
13	-0.136171546578407	-0.00630918245476026	-0.102209381853082	-0.256883384740871	-0.0862270962446928	-0.173562797904015	0.682365032342764	-0.722444770842039	-0.0423496251520903	0.0278161024674773
14	0.359276577830315	-0.0567063379746217	0.338880018542419	-0.0410336677146995	0.907835440337658	-0.138647383451462	0.904647742326443	0.2431380497683	0.4027382036914	0.100480126403272
15	0.667208749055862	2.99605625638595	0.566039650223586	2.01305400074824	0.398232529871166	-0.100869452953339	0.919579191849782	0.374694641616915	0.43283790110246	-0.327846228331327
16	2.6277735710144	1.68075813696935	0.121375046263472	1.98169504559558	2.61683502271771	-1.55126292705536	-1.44570160370607	-0.814167372193657	-2.01539063350014	-0.864728087186813
17	0.497488605976105	-0.0886062922386023	-0.154198548936543	-1.04360411309678	-0.459419049322605	0.584792190790176	0.482661737845494	0.680538013389631	-0.2402697764661	-0.0555522613227367
18	0.390721416473389	-0.132952769788412	-0.539606019604106	0.475354638825292	0.455759148672223	0.422501611709595	1.46106239465567	0.242887340767794	0.741815506116204	0.37768647717312
19	-0.148702597618103	2.08191930789214	0.295322507244198	0.233320901704871	0.311901889694855	1.09908716678619	1.09376697815382	0.256643469594106	0.978350426062294	0.975852439552546
20	0.478910112380981	0.0603769169403956	0.285034581173618	-0.406634278660235	-0.143476995080709	0.0776304244995117	0.342221551216566	-0.125633958116675	-0.0628317665794621	0.287861068546772
21	0.487798380851746	0.145884816319897	0.43750062572355	-0.0626755722029054	0.654100612178445	0.409574641287327	-0.251625796923271	0.167506121161605	0.375537118186121	0.439956302195787
22	-1.60869413614273	0.289922873561199	0.258228833059303	-0.85012260545855	-0.947870798408985	0.951435399055481	1.04734468746644	-0.19822344468797	1.02838273139104	0.669155973941088
23	1.78460612297058	1.31511994279348	1.16615507307173	0.0853028973159583	1.41700014844537	2.45157308578491	0.802735828436338	1.41103011695277	1.66751344450142	3.01309744715691
24	-0.0825022101402283	1.50592831006417	0.2403199294222	-0.10977128368357	-0.0638636881485581	-1.04318256378174	1.20185452470413	-0.639435568213964	-2.55303394224333	-1.80863755792379
25	-0.469855576753616	-0.229660730522413	-0.352430660935009	-1.57255512320477	-0.465092446655035	-0.0352449655532837	-0.831926162426288	0.55748328766903	-3.04281042295954	-1.24961054846644
26	0.891693592071533	1.62348153957954	-0.148811713017586	0.896541294455528	-0.0671790046617389	-1.24119312763214	0.92318371626047	-0.362263036563116	-0.952760127186775	-1.25647902935743
27	-0.823974537849426	-0.0144360925142582	-0.474308893710625	-0.120653817148717	-0.764260831475258	0.782074213027954	1.45659538645011	1.07557708701166	2.49977980696637	1.52730442807078
28	0.0495993733406067	2.83832779297462	0.223342403542532	1.32121014776437	0.545463944086805	0.919704163074493	2.55289910389827	0.0523275277193855	0.85580364977536	0.449354933202267
29	-0.515708601474762	-0.385726482822345	-0.358897842028562	-0.574646517763967	-0.849799358844757	-0.439612090587616	0.591384688249001	0.104596927480287	0.0609754505364791	0.356080894172192
30	3.33288736343384	2.53225543407293	1.0679390345927	2.26102871532026	1.20482913851738	2.72671627998352	2.98115614973582	1.22873951319386	2.68606180574583	1.32450419962406
